Precinct County Code	Precinct County Name	Precinct Election Number	Precinct Election Date	Precinct Election Name	Precinct Unique Precinct Identifier	Precinct Precinct Polling Location	Precinct Total Registered Voters	Precinct Total Registered Republicans	Precinct Total Registered Democrats	Precinct Total Registered All Other Parties	Contest Contest Name	Contest District	Contest Contest Code	Votes Candidate/Retention/Issue Name/WriteInsCast/OverVotes/UnderVotes	Votes Candidate Party	Votes Candidate Florida Voter Registration System ID Number	Votes DOE Assigned Candidate Number or Retention/Issue Number	Votes Vote Total
LEE	Lee	9546	08/14/2012	2012 Primary Election	6	6-EFM RUSSELL PARK            	1963	658	771	534	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	43
LEE	Lee	9546	08/14/2012	2012 Primary Election	6	6-EFM RUSSELL PARK            	1963	658	771	534	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	98
LEE	Lee	9546	08/14/2012	2012 Primary Election	6	6-EFM RUSSELL PARK            	1963	658	771	534	U.S. Representative	 District 19	140191	Times Over Voted		0	901	0
LEE	Lee	9546	08/14/2012	2012 Primary Election	6	6-EFM RUSSELL PARK            	1963	658	771	534	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	5
LEE	Lee	9546	08/14/2012	2012 Primary Election	7	7-EFM PALM BCH CH OF NAZ      	3496	432	2410	654	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	15
LEE	Lee	9546	08/14/2012	2012 Primary Election	7	7-EFM PALM BCH CH OF NAZ      	3496	432	2410	654	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	4
LEE	Lee	9546	08/14/2012	2012 Primary Election	7	7-EFM PALM BCH CH OF NAZ      	3496	432	2410	654	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	15
LEE	Lee	9546	08/14/2012	2012 Primary Election	7	7-EFM PALM BCH CH OF NAZ      	3496	432	2410	654	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	24
LEE	Lee	9546	08/14/2012	2012 Primary Election	7	7-EFM PALM BCH CH OF NAZ      	3496	432	2410	654	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	15
LEE	Lee	9546	08/14/2012	2012 Primary Election	7	7-EFM PALM BCH CH OF NAZ      	3496	432	2410	654	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	50
LEE	Lee	9546	08/14/2012	2012 Primary Election	7	7-EFM PALM BCH CH OF NAZ      	3496	432	2410	654	U.S. Representative	 District 19	140191	Times Over Voted		0	901	0
LEE	Lee	9546	08/14/2012	2012 Primary Election	7	7-EFM PALM BCH CH OF NAZ      	3496	432	2410	654	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	3
LEE	Lee	9546	08/14/2012	2012 Primary Election	8	8-EFM TERRY PARK              	3420	619	2114	687	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	33
LEE	Lee	9546	08/14/2012	2012 Primary Election	8	8-EFM TERRY PARK              	3420	619	2114	687	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	3
LEE	Lee	9546	08/14/2012	2012 Primary Election	8	8-EFM TERRY PARK              	3420	619	2114	687	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	26
LEE	Lee	9546	08/14/2012	2012 Primary Election	8	8-EFM TERRY PARK              	3420	619	2114	687	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	47
LEE	Lee	9546	08/14/2012	2012 Primary Election	8	8-EFM TERRY PARK              	3420	619	2114	687	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	44
LEE	Lee	9546	08/14/2012	2012 Primary Election	8	8-EFM TERRY PARK              	3420	619	2114	687	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	47
LEE	Lee	9546	08/14/2012	2012 Primary Election	8	8-EFM TERRY PARK              	3420	619	2114	687	U.S. Representative	 District 19	140191	Times Over Voted		0	901	0
LEE	Lee	9546	08/14/2012	2012 Primary Election	8	8-EFM TERRY PARK              	3420	619	2114	687	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	2
LEE	Lee	9546	08/14/2012	2012 Primary Election	9	9-FM CHRIST COMM CHURCH       	3098	972	1251	875	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	25
LEE	Lee	9546	08/14/2012	2012 Primary Election	9	9-FM CHRIST COMM CHURCH       	3098	972	1251	875	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	4
LEE	Lee	9546	08/14/2012	2012 Primary Election	9	9-FM CHRIST COMM CHURCH       	3098	972	1251	875	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	37
LEE	Lee	9546	08/14/2012	2012 Primary Election	9	9-FM CHRIST COMM CHURCH       	3098	972	1251	875	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	23
LEE	Lee	9546	08/14/2012	2012 Primary Election	9	9-FM CHRIST COMM CHURCH       	3098	972	1251	875	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	39
LEE	Lee	9546	08/14/2012	2012 Primary Election	9	9-FM CHRIST COMM CHURCH       	3098	972	1251	875	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	66
LEE	Lee	9546	08/14/2012	2012 Primary Election	9	9-FM CHRIST COMM CHURCH       	3098	972	1251	875	U.S. Representative	 District 19	140191	Times Over Voted		0	901	0
LEE	Lee	9546	08/14/2012	2012 Primary Election	9	9-FM CHRIST COMM CHURCH       	3098	972	1251	875	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	7
LEE	Lee	9546	08/14/2012	2012 Primary Election	10	10-FM MCGREGOR BAPT CH        	2057	954	516	587	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	68
LEE	Lee	9546	08/14/2012	2012 Primary Election	10	10-FM MCGREGOR BAPT CH        	2057	954	516	587	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	5
LEE	Lee	9546	08/14/2012	2012 Primary Election	10	10-FM MCGREGOR BAPT CH        	2057	954	516	587	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	38
LEE	Lee	9546	08/14/2012	2012 Primary Election	10	10-FM MCGREGOR BAPT CH        	2057	954	516	587	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	76
LEE	Lee	9546	08/14/2012	2012 Primary Election	10	10-FM MCGREGOR BAPT CH        	2057	954	516	587	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	61
LEE	Lee	9546	08/14/2012	2012 Primary Election	10	10-FM MCGREGOR BAPT CH        	2057	954	516	587	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	86
LEE	Lee	9546	08/14/2012	2012 Primary Election	10	10-FM MCGREGOR BAPT CH        	2057	954	516	587	U.S. Representative	 District 19	140191	Times Over Voted		0	901	0
LEE	Lee	9546	08/14/2012	2012 Primary Election	10	10-FM MCGREGOR BAPT CH        	2057	954	516	587	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	8
LEE	Lee	9546	08/14/2012	2012 Primary Election	11	11-SFM LEE CO ELECT CTR       	3169	1469	912	788	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	74
LEE	Lee	9546	08/14/2012	2012 Primary Election	11	11-SFM LEE CO ELECT CTR       	3169	1469	912	788	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	9
LEE	Lee	9546	08/14/2012	2012 Primary Election	11	11-SFM LEE CO ELECT CTR       	3169	1469	912	788	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	43
LEE	Lee	9546	08/14/2012	2012 Primary Election	11	11-SFM LEE CO ELECT CTR       	3169	1469	912	788	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	153
LEE	Lee	9546	08/14/2012	2012 Primary Election	11	11-SFM LEE CO ELECT CTR       	3169	1469	912	788	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	122
LEE	Lee	9546	08/14/2012	2012 Primary Election	11	11-SFM LEE CO ELECT CTR       	3169	1469	912	788	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	176
LEE	Lee	9546	08/14/2012	2012 Primary Election	11	11-SFM LEE CO ELECT CTR       	3169	1469	912	788	U.S. Representative	 District 19	140191	Times Over Voted		0	901	0
LEE	Lee	9546	08/14/2012	2012 Primary Election	11	11-SFM LEE CO ELECT CTR       	3169	1469	912	788	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	5
LEE	Lee	9546	08/14/2012	2012 Primary Election	12	12-SCP CROSS WAY BAP CH       	2333	1131	627	575	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	72
LEE	Lee	9546	08/14/2012	2012 Primary Election	12	12-SCP CROSS WAY BAP CH       	2333	1131	627	575	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	8
LEE	Lee	9546	08/14/2012	2012 Primary Election	12	12-SCP CROSS WAY BAP CH       	2333	1131	627	575	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	45
LEE	Lee	9546	08/14/2012	2012 Primary Election	12	12-SCP CROSS WAY BAP CH       	2333	1131	627	575	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	103
LEE	Lee	9546	08/14/2012	2012 Primary Election	12	12-SCP CROSS WAY BAP CH       	2333	1131	627	575	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	72
LEE	Lee	9546	08/14/2012	2012 Primary Election	12	12-SCP CROSS WAY BAP CH       	2333	1131	627	575	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	141
LEE	Lee	9546	08/14/2012	2012 Primary Election	12	12-SCP CROSS WAY BAP CH       	2333	1131	627	575	U.S. Representative	 District 19	140191	Times Over Voted		0	901	1
LEE	Lee	9546	08/14/2012	2012 Primary Election	12	12-SCP CROSS WAY BAP CH       	2333	1131	627	575	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	10
LEE	Lee	9546	08/14/2012	2012 Primary Election	13	13-BS BONITA LIONS CLUB       	3538	1421	1071	1046	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	52
LEE	Lee	9546	08/14/2012	2012 Primary Election	13	13-BS BONITA LIONS CLUB       	3538	1421	1071	1046	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	3
LEE	Lee	9546	08/14/2012	2012 Primary Election	13	13-BS BONITA LIONS CLUB       	3538	1421	1071	1046	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	67
LEE	Lee	9546	08/14/2012	2012 Primary Election	13	13-BS BONITA LIONS CLUB       	3538	1421	1071	1046	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	73
LEE	Lee	9546	08/14/2012	2012 Primary Election	13	13-BS BONITA LIONS CLUB       	3538	1421	1071	1046	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	77
LEE	Lee	9546	08/14/2012	2012 Primary Election	13	13-BS BONITA LIONS CLUB       	3538	1421	1071	1046	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	164
LEE	Lee	9546	08/14/2012	2012 Primary Election	13	13-BS BONITA LIONS CLUB       	3538	1421	1071	1046	U.S. Representative	 District 19	140191	Times Over Voted		0	901	2
LEE	Lee	9546	08/14/2012	2012 Primary Election	13	13-BS BONITA LIONS CLUB       	3538	1421	1071	1046	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	9
LEE	Lee	9546	08/14/2012	2012 Primary Election	14	14-PI FISH OF MEN LUTH        	1637	706	471	460	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	46
LEE	Lee	9546	08/14/2012	2012 Primary Election	14	14-PI FISH OF MEN LUTH        	1637	706	471	460	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	4
LEE	Lee	9546	08/14/2012	2012 Primary Election	14	14-PI FISH OF MEN LUTH        	1637	706	471	460	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	24
LEE	Lee	9546	08/14/2012	2012 Primary Election	14	14-PI FISH OF MEN LUTH        	1637	706	471	460	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	58
LEE	Lee	9546	08/14/2012	2012 Primary Election	14	14-PI FISH OF MEN LUTH        	1637	706	471	460	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	51
LEE	Lee	9546	08/14/2012	2012 Primary Election	14	14-PI FISH OF MEN LUTH        	1637	706	471	460	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	106
LEE	Lee	9546	08/14/2012	2012 Primary Election	14	14-PI FISH OF MEN LUTH        	1637	706	471	460	U.S. Representative	 District 19	140191	Times Over Voted		0	901	0
LEE	Lee	9546	08/14/2012	2012 Primary Election	14	14-PI FISH OF MEN LUTH        	1637	706	471	460	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	10
LEE	Lee	9546	08/14/2012	2012 Primary Election	15	15-PI PINE IS. UN METH CH     	2624	1264	665	695	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	73
LEE	Lee	9546	08/14/2012	2012 Primary Election	15	15-PI PINE IS. UN METH CH     	2624	1264	665	695	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	8
LEE	Lee	9546	08/14/2012	2012 Primary Election	15	15-PI PINE IS. UN METH CH     	2624	1264	665	695	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	40
LEE	Lee	9546	08/14/2012	2012 Primary Election	15	15-PI PINE IS. UN METH CH     	2624	1264	665	695	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	126
LEE	Lee	9546	08/14/2012	2012 Primary Election	15	15-PI PINE IS. UN METH CH     	2624	1264	665	695	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	88
LEE	Lee	9546	08/14/2012	2012 Primary Election	15	15-PI PINE IS. UN METH CH     	2624	1264	665	695	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	182
LEE	Lee	9546	08/14/2012	2012 Primary Election	15	15-PI PINE IS. UN METH CH     	2624	1264	665	695	U.S. Representative	 District 19	140191	Times Over Voted		0	901	1
LEE	Lee	9546	08/14/2012	2012 Primary Election	15	15-PI PINE IS. UN METH CH     	2624	1264	665	695	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	8
LEE	Lee	9546	08/14/2012	2012 Primary Election	16	16-SANIBEL CENTER 4 LIFE      	2256	1148	571	537	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	45
LEE	Lee	9546	08/14/2012	2012 Primary Election	16	16-SANIBEL CENTER 4 LIFE      	2256	1148	571	537	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	5
LEE	Lee	9546	08/14/2012	2012 Primary Election	16	16-SANIBEL CENTER 4 LIFE      	2256	1148	571	537	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	18
LEE	Lee	9546	08/14/2012	2012 Primary Election	16	16-SANIBEL CENTER 4 LIFE      	2256	1148	571	537	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	256
LEE	Lee	9546	08/14/2012	2012 Primary Election	16	16-SANIBEL CENTER 4 LIFE      	2256	1148	571	537	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	41
LEE	Lee	9546	08/14/2012	2012 Primary Election	16	16-SANIBEL CENTER 4 LIFE      	2256	1148	571	537	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	49
LEE	Lee	9546	08/14/2012	2012 Primary Election	16	16-SANIBEL CENTER 4 LIFE      	2256	1148	571	537	U.S. Representative	 District 19	140191	Times Over Voted		0	901	2
LEE	Lee	9546	08/14/2012	2012 Primary Election	16	16-SANIBEL CENTER 4 LIFE      	2256	1148	571	537	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	5
LEE	Lee	9546	08/14/2012	2012 Primary Election	17	17-CAPTIVA COMM CTR           	345	191	66	88	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	11
LEE	Lee	9546	08/14/2012	2012 Primary Election	17	17-CAPTIVA COMM CTR           	345	191	66	88	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	1
LEE	Lee	9546	08/14/2012	2012 Primary Election	17	17-CAPTIVA COMM CTR           	345	191	66	88	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	1
LEE	Lee	9546	08/14/2012	2012 Primary Election	17	17-CAPTIVA COMM CTR           	345	191	66	88	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	25
LEE	Lee	9546	08/14/2012	2012 Primary Election	17	17-CAPTIVA COMM CTR           	345	191	66	88	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	6
LEE	Lee	9546	08/14/2012	2012 Primary Election	17	17-CAPTIVA COMM CTR           	345	191	66	88	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	8
LEE	Lee	9546	08/14/2012	2012 Primary Election	17	17-CAPTIVA COMM CTR           	345	191	66	88	U.S. Representative	 District 19	140191	Times Over Voted		0	901	0
LEE	Lee	9546	08/14/2012	2012 Primary Election	17	17-CAPTIVA COMM CTR           	345	191	66	88	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	4
LEE	Lee	9546	08/14/2012	2012 Primary Election	18	18-BOCA GRANDE COMM CTR       	1102	761	154	187	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	17
LEE	Lee	9546	08/14/2012	2012 Primary Election	18	18-BOCA GRANDE COMM CTR       	1102	761	154	187	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	0
LEE	Lee	9546	08/14/2012	2012 Primary Election	18	18-BOCA GRANDE COMM CTR       	1102	761	154	187	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	8
LEE	Lee	9546	08/14/2012	2012 Primary Election	18	18-BOCA GRANDE COMM CTR       	1102	761	154	187	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	189
LEE	Lee	9546	08/14/2012	2012 Primary Election	18	18-BOCA GRANDE COMM CTR       	1102	761	154	187	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	18
LEE	Lee	9546	08/14/2012	2012 Primary Election	18	18-BOCA GRANDE COMM CTR       	1102	761	154	187	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	4
LEE	Lee	9546	08/14/2012	2012 Primary Election	18	18-BOCA GRANDE COMM CTR       	1102	761	154	187	U.S. Representative	 District 19	140191	Times Over Voted		0	901	0
LEE	Lee	9546	08/14/2012	2012 Primary Election	18	18-BOCA GRANDE COMM CTR       	1102	761	154	187	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	7
LEE	Lee	9546	08/14/2012	2012 Primary Election	19	19-SFM RIVERSIDE CHURCH       	1287	467	422	398	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	8
LEE	Lee	9546	08/14/2012	2012 Primary Election	19	19-SFM RIVERSIDE CHURCH       	1287	467	422	398	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	2
LEE	Lee	9546	08/14/2012	2012 Primary Election	19	19-SFM RIVERSIDE CHURCH       	1287	467	422	398	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	9
LEE	Lee	9546	08/14/2012	2012 Primary Election	19	19-SFM RIVERSIDE CHURCH       	1287	467	422	398	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	16
LEE	Lee	9546	08/14/2012	2012 Primary Election	19	19-SFM RIVERSIDE CHURCH       	1287	467	422	398	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	23
LEE	Lee	9546	08/14/2012	2012 Primary Election	19	19-SFM RIVERSIDE CHURCH       	1287	467	422	398	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	68
LEE	Lee	9546	08/14/2012	2012 Primary Election	19	19-SFM RIVERSIDE CHURCH       	1287	467	422	398	U.S. Representative	 District 19	140191	Times Over Voted		0	901	0
LEE	Lee	9546	08/14/2012	2012 Primary Election	19	19-SFM RIVERSIDE CHURCH       	1287	467	422	398	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	4
LEE	Lee	9546	08/14/2012	2012 Primary Election	20	20-IONA FUM FAM LIFE CTR      	3054	1154	1014	886	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	53
LEE	Lee	9546	08/14/2012	2012 Primary Election	20	20-IONA FUM FAM LIFE CTR      	3054	1154	1014	886	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	4
LEE	Lee	9546	08/14/2012	2012 Primary Election	20	20-IONA FUM FAM LIFE CTR      	3054	1154	1014	886	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	21
LEE	Lee	9546	08/14/2012	2012 Primary Election	20	20-IONA FUM FAM LIFE CTR      	3054	1154	1014	886	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	114
LEE	Lee	9546	08/14/2012	2012 Primary Election	20	20-IONA FUM FAM LIFE CTR      	3054	1154	1014	886	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	78
LEE	Lee	9546	08/14/2012	2012 Primary Election	20	20-IONA FUM FAM LIFE CTR      	3054	1154	1014	886	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	108
LEE	Lee	9546	08/14/2012	2012 Primary Election	20	20-IONA FUM FAM LIFE CTR      	3054	1154	1014	886	U.S. Representative	 District 19	140191	Times Over Voted		0	901	2
LEE	Lee	9546	08/14/2012	2012 Primary Election	20	20-IONA FUM FAM LIFE CTR      	3054	1154	1014	886	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	6
LEE	Lee	9546	08/14/2012	2012 Primary Election	21	21-PI OUR LADY OF MIR MED     	2176	1087	533	556	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	71
LEE	Lee	9546	08/14/2012	2012 Primary Election	21	21-PI OUR LADY OF MIR MED     	2176	1087	533	556	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	4
LEE	Lee	9546	08/14/2012	2012 Primary Election	21	21-PI OUR LADY OF MIR MED     	2176	1087	533	556	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	31
LEE	Lee	9546	08/14/2012	2012 Primary Election	21	21-PI OUR LADY OF MIR MED     	2176	1087	533	556	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	86
LEE	Lee	9546	08/14/2012	2012 Primary Election	21	21-PI OUR LADY OF MIR MED     	2176	1087	533	556	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	85
LEE	Lee	9546	08/14/2012	2012 Primary Election	21	21-PI OUR LADY OF MIR MED     	2176	1087	533	556	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	161
LEE	Lee	9546	08/14/2012	2012 Primary Election	21	21-PI OUR LADY OF MIR MED     	2176	1087	533	556	U.S. Representative	 District 19	140191	Times Over Voted		0	901	0
LEE	Lee	9546	08/14/2012	2012 Primary Election	21	21-PI OUR LADY OF MIR MED     	2176	1087	533	556	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	18
LEE	Lee	9546	08/14/2012	2012 Primary Election	22	22-IONA  BAYSIDE EST CLUB     	2889	1378	771	740	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	91
LEE	Lee	9546	08/14/2012	2012 Primary Election	22	22-IONA  BAYSIDE EST CLUB     	2889	1378	771	740	U.S. Representative	 District 19	140191	Joe Davidow	REP	118278677	55316	7
LEE	Lee	9546	08/14/2012	2012 Primary Election	22	22-IONA  BAYSIDE EST CLUB     	2889	1378	771	740	U.S. Representative	 District 19	140191	Byron Donalds	REP	103089553	55718	26
LEE	Lee	9546	08/14/2012	2012 Primary Election	22	22-IONA  BAYSIDE EST CLUB     	2889	1378	771	740	U.S. Representative	 District 19	140191	Chauncey Porter Goss	REP	118381940	55515	100
LEE	Lee	9546	08/14/2012	2012 Primary Election	22	22-IONA  BAYSIDE EST CLUB     	2889	1378	771	740	U.S. Representative	 District 19	140191	Paige Kreegel	REP	102562145	55148	106
LEE	Lee	9546	08/14/2012	2012 Primary Election	22	22-IONA  BAYSIDE EST CLUB     	2889	1378	771	740	U.S. Representative	 District 19	140191	Trey Radel	REP	103063688	55790	137
LEE	Lee	9546	08/14/2012	2012 Primary Election	22	22-IONA  BAYSIDE EST CLUB     	2889	1378	771	740	U.S. Representative	 District 19	140191	Times Over Voted		0	901	1
LEE	Lee	9546	08/14/2012	2012 Primary Election	22	22-IONA  BAYSIDE EST CLUB     	2889	1378	771	740	U.S. Representative	 District 19	140191	Number of Under Votes		0	902	11
LEE	Lee	9546	08/14/2012	2012 Primary Election	23	23-IONA CINNAMON COVE         	2442	1210	627	605	U.S. Representative	 District 19	140191	Gary Aubuchon	REP	111520792	55663	62
